Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2720," ordfører ruben kidde rv : tak, formand. radikale venstre kan overordnet set støtte op om lov‐ forslaget for så vidt den del, der handler om direktivimplementering. lovforslaget er primært af teknisk karakter, og aktørerne på området er generelt positivt indstillede. nu kan vi så se, om der er behov for at foretage enkelte justeringer i udvalgsbehandlingen. men der er et vigtigt opmærksomhedspunkt, specifikt vedrøren‐ de den foreslåede § 13, som både it-politisk forening, prosa og teleindustrien er stærkt kritiske over for i deres høringssvar. teleindustrien har bl.a. anført, at man finder udkastet til ændring af telelovens § 13 og det tilhørende udkast til lovbemærkninger for uhensigtsmæssige, og at lovudkastet efter teleindustriens opfattelse ikke skaber den ønskede klare hjemmel til, at politiet får adgang til imei-oplysninger uden rettens godkendelse. de opfordrer desuden til, at den nye regel om udlevering af imei-oplysninger placeres under retsplejelovens kapitel 71 og ikke i teleloven, idet imei-oplysninger efter deres opfattelse er lognings‐ pligtige data, dvs. data, som teleselskaberne udelukkende registrerer som følge af kravet herom i logningsreglerne. den her del specifikt om § 13 vil jeg med afsæt i ovenstående bemærkninger foreslå bliver pillet helt ud af indeværende lovforslag for i stedet for at blive behandlet i regi af retsplejeloven, som jo er sat på lovprogrammet i februar. alternativt kunne man dele lov‐ forslaget op, og det har jeg så også haft en dialog med ministeren om. men der er ingen tvivl om, at imei-oplysninger er vigtige efterforskningsværktøjer, men efter radikale venstres opfattelse bør det så betyde, at man får en retskendelse, ligesom det gælder for alle andre efterforskningsværktøjer, hvilket jo passer godt ind, i forhold til at man så behandler det i retsplejeloven. så med de bemærkninger overordnet positive omkring direkti‐ vimplementeringen, men meget, meget kritiske over for lige præcis paragraf 13 ser vi frem til den videre udvalgsbehandling af lovfor‐ slaget. ordfører ",2020-10-22T15:57:00Z,1914,Karen Ellemann,2020,Venstre,2019-,24
Eva Flyvholm,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2721,": tak skal du have. eva flyvholm jeg kunne godt lige nå det allige‐ vel. det her lovforslag, , er jo virkelig en ordentlig moppedreng, må man sige, der indeholder utrolig mange ting på teleområdet. fra enhedslistens side synes vi, det er meget problematisk, at der lige har sneget sig lidt for meget ind i det her lovforslag. § 13, der handler om logning, kommer ikke fra direktivet, det kommer ikke af den aftale, vi lavede på teleområdet, det er noget, der ligesom er blevet smidt ind fra højre, som man kunne blive fristet til at sige. jeg synes, det er dybt problematisk, at det ligger her, for det giver en øget mulighed for logning, også uden en dommerkendelse, som vi ser det, og det er virkelig problematisk i forhold til retssikkerheden. derfor ønsker vi ligesom radikale og sf, at den her del bliver pillet ud af lovforslaget, for ellers har jeg også meget svært ved at se, at vi skulle kunne støtte det her forslag. så det håber jeg vi kan komme i mål med undervejs i lovarbejdet, og jeg synes, det ville være helt uansvarligt at lade det blive hængende her på den måde. så har jeg så en mere generel bemærkning, kan man sige, til resten af lovforslaget, som relaterer sig til, at der skal findes den her balance i, hvor meget der er markedsdrevet, og at vi samtidig også skal gøre, hvad vi kan, for at sikre, at vi får en ordentlig internetdæk‐ ning i hele danmark. vi ved godt, at det ikke altid er den bedste businesscase at få rullet ordentlig dækning ud i vores landområder, og det er noget af det, der optager mig rigtig meget, altså hvordan vi får det. derfor synes jeg også, vi er nødt til at have en diskussion om nogle af de ting, der bliver lagt til grund her i eu-direktivet, altså om det ikke er lidt for snævert og uhensigtsmæssigt. f.eks. står der i § 60, hvor det er meget klart specificeret, at offentlige myndigheder som stater og kommuner ligesom kun må stille gratis internet til rådighed i maks. 1 time. i reykjavik i island, som ikke er med i eu, har man sagt: prøv at høre her, vi stiller wi-fi til rådighed for alle borgere, turister osv., fint, det kører super godt. det er en ærgerlig begrænsning, synes jeg, at vi ikke har den mulighed, at vores kom‐ muner f.eks. selv kan vælge at tage de her beslutninger om, hvordan man bedst gør tingene og får sikret den fedeste dækning til borgerne. så jeg synes, vi skal se på mulighederne for at få det blødt mere op, for det er simpelt hen ikke hensigtsmæssigt, når man skal have den bedst mulige dækning for folk, at det er så bundet. men jeg ser frem til lovarbejdet, og jeg håber, at vi kan få pillet den her § 13 ud, for den hører ikke hjemme her, og vi kommer ikke til at blive enige om det med logningen. tak.",2020-10-22T15:57:00Z,1915,Eva Flyvholm,2020,Enhedslisten,2019-,24
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2722,": tak til sf s ordfører. den næste ordfører kommer fra enhedslisten, og det er ikke hr. søren egge rasmussen, men velkommen til.",2020-10-22T15:57:00Z,1916,Karen Ellemann,2020,Venstre,2019-,24
Pia Kjærsgaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2723,": tak for det. værsgo, fru mona juul. ordfører ",2020-10-22T16:00:00Z,1917,Pia Kjærsgaard,2020,Dansk Folkeparti,2019-,24
Mona Juul,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2724,": tak for ordet. ændring af teleloven, frekvensloven, masteloven, tvtransmissionsstandardloven og planloven ja, dette lovforslag inde‐ holder lidt af hvert, og det er også på hele 510 sider. i teksten gøres der dog straks opmærksom på, at der mest er tale om ændringer af teknisk karakter. og jeg ved ikke, hvordan det er med jer, men det er i hvert fald noget, der altid lige får mig lidt ekstra op i gear. ikke desto mindre er den korte konklusion herfra, at det er et godt forslag, som også bygger videre på teleforliget fra 2018 og sikrer modernisering og mere konkurrence. samlet betyder det forhåbentlig øget investeringslyst og bedre dækning i hele danmark, hvilket også er nævnt af flere andre. jeg har et par enkelte opmærksomhedspunkter, som flugter hr. christoffer aagaard melsons ordførertale, og særlig pålægning af 60 torsdag den 22. oktober 2020 omkostninger i forbindelse med sms til 112 og ændringer af reglerne om teleselskabernes udlevering af kundeoplysninger til politiet uden retskendelse skal udvalgsarbejdet gøre os meget klogere på. og får vi styr på det, forventer jeg også, at vi fra konservatives side kan stemme ja til forslaget, for digital infrastruktur er hamrende afgøren‐ de for fortsat udvikling og grøn vækst. tak.",2020-10-22T16:00:00Z,1918,Mona Juul,2020,Det Konservative Folkeparti,2019-,24
Pia Kjærsgaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2725,: hr. kristian hegaard for en kort bemærkning. værsgo.,2020-10-22T16:01:00Z,1919,Pia Kjærsgaard,2020,Dansk Folkeparti,2019-,24
Karen Ellemann,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1172,": ja tak! og formanden vil fortsætte med at kæmpe for, at taletiden overholdes, og det gælder både ordførere og spørgere. der er en lang række, der har ønsket ordet, og der er sammenlagt 30 minutter til rådighed. den næste spørger er hr. lars aslan rasmussen, socialdemokra‐ tiet. værsgo. 104 torsdag den 8. oktober 2020 ",2020-10-08T21:16:00Z,192,Karen Ellemann,2020,Venstre,2019-,24
Kristian Hegaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2726,": tak for det. nu ved jeg, at det konservative folkeparti er et lov og orden-parti, der går ind for, at lov er lov og ret er ret, og at man selvfølgelig skal overholde loven, ellers er der nogen, der kommer efter en. derfor vil jeg høre ordføreren, om ordføreren ikke er enig i, om ikke man nu, hvor der for 2 uger siden kom en eu-afgørelse vedrørende logning og en udifferentieret generel indsamling af log‐ ning, som det her lovforslag jo også handler om, i telelovens § 13, lige skulle vente lidt med at lave den ændring og kigge den lidt efter i sømmene, så vi er sikker på, at vi også med dette lovforslag overholder lov og orden, som jeg ved de konservative går meget op i.",2020-10-22T16:01:00Z,1920,Kristian Hegaard,2020,Radikale Venstre,2019-,24
Mona Juul,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2728,": rigtig mange tak for spørgsmålet. det giver mig anledning til at uddybe det. jeg er fuldstændig enig i, at vi skal få styr på det i det lovarbejde, der kommer nu. jeg er ikke i tvivl om, at der er rigtig mange partier inklusive os selv, der har flere spørgsmål til lige præcis det punkt.",2020-10-22T16:02:00Z,1922,Mona Juul,2020,Det Konservative Folkeparti,2019-,24
Peter Skaarup,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,272,": tak for det. ordføreren var inde på udlændingepolitikken i sin i øvrigt glimrende tale her for lidt siden, og det var fru mette fre‐ deriksen også som statsminister. det var en fornøjelse at høre, at socialdemokraterne i tirsdags faktisk havde ændret signaler i forhold til den udlændingepolitik, vi har kendt socialdemokraterne på, altså tilbage til poul nyrup rasmussen og mogens lykketoft og dem, der i sin tid har stået bag den slappe udlændingepolitik sammen med det radikale venstre og enhedslisten og andre. nu kommer vi så til de konkrete initiativer, og der har vi i dansk folkeparti tænkt os at hjælpe regeringen, hvis vi overhovedet kan, med at komme igennem med nogle af de forbedringer, det trods alt er, man pønser på, og vi vil selvfølgelig også presse på for flere ting end det, statsministeren nævnte i tirsdags. men jeg kunne godt lige tænke mig at høre venstres vurdering af det forslag, der er kommet, om et opholdsforbud og en bøde på 10.000 kr., hvis man ikke overholder det forbud. er venstre ikke enig med dansk folkeparti i, at det jo er meget fint med en bøde, hvis man ikke overholder et opholdsforbud, men burde man ikke rent faktisk udvises af danmark, hvis man ikke er dansk statsborger og ikke gider overholde et opholdsforbud?",2020-10-08T10:16:00Z,1924,Peter Skaarup,2020,Dansk Folkeparti,2019-,24
Kristian Hegaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2730,": så kan jeg lige opsamlende til det spørge, om konservative folke‐ parti mener, at det er et godt retsprincip, at man indhenter data om borgerne, som beror på logning, uden at få en retskendelse.",2020-10-22T16:02:00Z,1925,Kristian Hegaard,2020,Radikale Venstre,2019-,24
Mona Juul,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2732,": det er altid et rigtig godt retsprincip at sørge for, at der er intet godkendelser. jeg vil også sige til ordføreren, at der kan være rigtig mange aspekter i den her sag, og derfor glæder jeg mig til, at vi skal diskutere det yderligere i udvalgsarbejdet.",2020-10-22T16:03:00Z,1927,Mona Juul,2020,Det Konservative Folkeparti,2019-,24
Pia Kjærsgaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2733,": tak for det, og tak til ordføreren. den næste er fru mette thiesen, nye borgerlige. ordfører ",2020-10-22T16:03:00Z,1928,Pia Kjærsgaard,2020,Dansk Folkeparti,2019-,24
Mette Thiesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2734,": tusind tak. jeg er her i stedet for peter seier christensen, som er forhindret, så i må bære over med mig, hvis der er efterfølgende spørgsmål. det her lovforslag implementerer dele af et eu-direktiv om oprettelse af en europæisk kodeks for elektronisk kommunikation. lovforslaget indeholder fire hovedpunkter: en stimulering af inve‐ steringsincitamenter for virksomheder i en digital infrastruktur gen‐ nem øget konkurrence og større forudsigelighed i reguleringen: en mere harmoniseret forvaltning af radiofrekvenser og højere grad af forudsigelighed i forhold til tildeling af frekvenstilladelser, så incitamenter til at investere i digital infrastruktur øges: en stærkere forbrugerbeskyttelse, der sikrer gennemsigtighed og understøttelse af forbrugernes valgfrihed: og en fremme af udrulning af digital infrastruktur, herunder lempeligere adgang til at etablere trådløse adgangspunkter. lovforslaget indeholder jo også en ændring af reglerne om te‐ leselskabernes udlevering af basale oplysninger om slutbrugeres adgang til kommunikationsnet til politiet uden retskendelse. lovfor‐ slaget vurderes samlet at have positive økonomiske konsekvenser for erhvervslivet ved at øge konkurrencen og forudsigeligheden i reguleringen, ved at forvaltningen af radiofrekvenser harmoniseres, og ved at der indføres lempeligere adgang til at etablere trådløse adgangspunkter med begrænset rækkevidde. på enkelte områder vil forslaget dog kunne medføre øgede økonomiske eller administrative omkostninger for enkelte virksomheder. det her lovforslag er jo primært af teknisk karakter, og det er derfor også min forventning, at nye borgerlige kan støtte lovforsla‐ get, men det er ekstremt omfattende og meget komplekst, og derfor vil jeg gerne på nye borgerliges vegne udtrykke, at vi gerne vil følge udvalgsarbejdet med det her lovforslag, inden vi tager endelig stilling. tak.",2020-10-22T16:03:00Z,1929,Mette Thiesen,2020,x - Nye Borgerlige,2019-,24
